# mode ffa
# 8 plies, depth 4, band spread <=250, setup all, seed 1
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c6:d6','d12:d11','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/4,yP,1,yP,yP,yP,yP,yP,3/14/bR,bP,1,yP,1,yP,5,gP,1,gR/bN,bP,10,gP,gN/bB,bP,8,gP,2,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,2,bP,8,gP,gB/bN,bP,10,gP,gN/bR,2,bP,4,rP,3,gP,gR/3,rP,10/4,rP,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c6:d6','','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,1,yP,yP,4/7,yP,2,yP,3/bR,bP,bN,9,gP,gR/1,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,2,bP,7,gP,1,gB/bN,bP,8,gP,2,gN/bR,bP,6,rP,3,gP,gR/6,rP,7/3,rP,rP,rP,1,rP,1,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','','l6:k6')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,1,yP,yP,yP,yP,4/5,yP,4,yP,3/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,1,bP,7,gP,2,gB/bK,1,bP,9,gP,gQ/bQ,bP,10,gP,gK/bB,bP,8,gP,2,gB/bN,bP,10,gP,gN/bR,bP,8,rP,1,gP,gR/7,rP,6/3,rP,rP,rP,rP,1,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('i3:i4','c11:d11','','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,1,yP,yP,yP,3/14/bR,2,bP,8,gP,gR/bN,bP,5,yP,4,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,9,gP,1,gN/bR,2,bP,4,rP,2,gP,1,gR/5,rP,8/3,rP,rP,1,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('e3:e4','c5:d5','','l9:k9')}-3,yR,yN,yB,yQ,yK,1,yN,yR,3/3,yP,yP,yP,yP,yB,yP,yP,yP,3/7,yP,6/bR,bP,bN,9,gP,gR/1,bP,10,gP,gN/bB,bP,8,gP,2,gB/bQ,bP,10,gP,gQ/bK,bP,10,gP,gK/bB,bP,9,gP,1,gB/bN,2,bP,8,gP,gN/bR,bP,2,rP,7,gP,gR/8,rN,5/3,rP,1,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c5:d5','','')}-3,yR,yN,yB,yK,yQ,yB,1,yR,3/3,yP,yP,yP,yP,yP,yP,yP,4/8,yN,5/bR,bP,8,yP,1,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,2,bP,7,gP,1,gB/bN,2,bP,8,gP,1/bR,bP,1,rP,7,gN,gP,gR/8,rP,5/4,rP,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','h12:h11','l4:k4')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,1,yP,1,yP,3/9,yP,4/bR,bP,5,yP,4,gP,gR/bN,bP,8,gP,2,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,3,bP,5,gP,2,gR/3,rP,1,rP,8/4,rP,1,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','i12:i11','l8:k8')}-3,yR,1,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/3,yN,10/bR,bP,6,yP,3,gP,gR/bN,bP,10,gP,gN/bB,bP,1,bB,8,gP,gB/bQ,bP,8,gP,2,gQ/bK,2,bP,8,gP,gK/1,bP,10,gP,gB/bN,bP,3,rP,4,gP,2,gN/bR,bP,10,gP,gR/14/3,rP,rP,1,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('i3:i4','','','l8:k8')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,4/8,yP,1,yP,3/bR,bP,bN,8,gP,1,gR/1,bP,10,gP,gN/bB,1,bP,9,gP,gB/bQ,bP,8,gP,2,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,5,rP,rP,3,gP,gR/14/3,rP,rP,rP,rP,2,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,0-1,1,1,0-0,0,0,0-1-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,1,yP,yP,4/10,yP,3/bR,1,bP,4,yP,4,gP,gR/bN,bP,10,gP,gN/bB,1,bP,9,gP,gB/bK,bP,10,gP,gQ/bQ,bP,10,gP,1/bB,bP,8,gP,1,gK,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/6,rP,1,rN,5/3,rP,rP,rP,1,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('h3:h4','','','l4:k4')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yP,yP,yP,3/14/bR,bP,8,gP,2,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,1,bN,bP,8,gP,gB/1,bP,10,gP,gN/bR,bP,5,rP,rP,1,gP,2,gR/14/3,rP,rP,rP,rP,2,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c8:d8','','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,1,yP,1,yP,yP,3/6,yP,7/bR,bP,6,yP,1,gP,2,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,2,bP,7,gP,1,gQ/bK,bP,10,gP,gK/bB,2,bP,8,gP,gB/bN,bP,10,gP,gN/bR,bP,7,rP,2,gP,gR/6,rP,7/3,rP,rP,rP,1,rP,rP,1,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,2,yP,3/9,yP,4/bR,bP,6,yP,3,gP,gR/1,bP,2,bN,7,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,8,gP,1,gN,gQ/bB,bP,10,gP,gB/bN,bP,8,rP,1,gP,1/bR,bP,10,gP,gR/14/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c4:d4','','l11:k11')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yP,1,yP,3/14/bR,bP,7,yP,gP,2,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,2,bP,8,gP,gB/bN,bP,10,gP,gN/bR,2,bP,7,gP,1,gR/4,rP,1,rP,7/3,rP,1,rP,1,rP,rP,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,0,1,1-0,0,0,0-0-{'enPassant':('','','i12:i11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,4/10,yP,3/1,bP,bN,5,yP,3,gP,gR/bR,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,5,rP,2,gP,2,gR/8,rQ,5/3,rP,rP,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,1,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c8:d8','','l4:k4')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/4,yP,yP,yP,yP,1,yP,yP,3/8,yP,5/bR,bP,1,yP,8,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,2,bP,8,gP,gQ/bK,bP,10,gP,gK/bB,bP,9,gN,gP,gB/1,bP,10,gP,1/bR,bP,bN,7,gP,2,gR/3,rP,6,rP,3/4,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,0,1-1,1,0,1-0,0,0,0-0-3,yR,yN,yB,yQ,1,yB,yN,yR,3/3,yP,yP,yP,yP,yK,yP,yP,yP,3/7,yP,6/bR,bP,10,gP,gR/bN,2,bP,8,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,9,gP,1,gQ/bB,bP,10,gP,gB/1,bP,8,gP,2,gN/bR,bP,bN,2,rP,6,gP,gR/10,rN,3/3,rP,rP,1,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('d3:d4','','','l8:k8')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/14/bR,bP,bN,9,gP,gR/1,bP,6,yP,3,gP,gN/bB,bP,10,gP,gB/bQ,bP,8,gP,2,gQ/bK,bP,10,gP,gK/bB,bP,bN,9,gP,gB/1,bP,8,gP,2,gN/bR,bP,1,rP,6,rP,1,gP,gR/14/4,rP,rP,rP,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c8:d8','','')}-3,yR,1,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,1,yP,yP,yP,yP,yP,3/3,yN,1,yP,8/bR,bP,10,gP,gR/1,bP,10,gP,gN/bB,bP,bN,7,gP,2,gB/bK,2,bP,8,gP,gK/bQ,bP,10,gP,gQ/bB,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,bP,4,rP,1,rB,3,gP,gR/14/3,rP,rP,rP,1,rP,rP,rP,rP,3/3,rR,rN,1,rK,rQ,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','h12:h11','l4:k4')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,yP,yP,1,yP,yP,yP,3/14/bR,bP,1,yP,3,yP,4,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gQ/bQ,1,bP,9,gP,gK/bB,1,bP,9,gP,gB/bN,bP,8,gP,2,gN/bR,bP,8,gP,2,gR/3,rP,5,rP,4/4,rP,rP,rP,rP,rP,1,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,2,yP,3/9,yP,4/bR,bP,6,yP,3,gP,gR/1,bP,2,bN,7,gP,gN/bB,bP,10,gP,gB/bQ,bP,9,gP,1,gQ/bK,bP,10,gP,gK/bB,bP,9,gP,1,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/3,rN,6,rP,3/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,1,rB,rQ,rK,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,0,1-0,0,0,0-0-3,yR,yN,yB,yK,yQ,yB,yN,4/3,yP,yP,yP,yP,yP,yP,yP,yR,3/14/bR,bP,bB,7,yP,1,gP,gR/bN,1,bP,9,gP,gN/1,bP,10,gP,gB/bK,bP,9,gP,1,gQ/bQ,bP,9,gP,1,gK/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/4,rP,3,rN,5/3,rP,1,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,0-0,0,0,0-4-3,yR,yN,yB,yK,yQ,1,yN,yR,3/3,yP,yP,yP,yP,yB,yP,yP,yP,3/14/bR,bP,5,yP,4,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/1,bP,2,bN,7,gP,gN/bR,bP,3,rN,5,gP,gR,1/14/3,rP,rP,rP,rP,rP,rP,rP,rP,3/3,rR,1,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-2-{'enPassant':('g3:g4','','','')}-3,yR,yN,yB,1,yK,yB,yN,yR,3/3,yP,yP,yP,yP,1,yP,yP,yP,3/7,yP,6/bR,bP,7,yQ,2,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gQ/bK,bP,10,gP,gK/bB,1,bP,8,gP,1,gB/bN,1,bP,9,gP,1/bR,bP,4,rP,4,gN,gP,gR/3,rP,10/4,rP,rP,1,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,0-1,1,1,1-0,0,0,0-1-{'enPassant':('','','i12:i11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/4,yP,yP,yP,yP,1,yP,yP,3/14/bR,bP,1,yP,4,yP,1,gP,1,gR,1/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,1,bP,9,gP,gQ/bB,bP,10,gP,gB/bN,1,bP,9,gP,gN/bR,bP,10,gP,gR/8,rP,1,rN,3/3,rP,rP,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,1,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,1,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yP,yP,4/3,yN,6,yP,3/bR,bP,9,gP,1,gR/bN,bP,10,gP,gN/bB,2,bP,8,gP,gB/bK,bP,9,gP,1,gQ/bQ,bP,10,gP,gK/bB,bP,bN,9,gP,gB/1,bP,10,gP,gN/bR,bP,10,gP,gR/4,rP,3,rP,5/3,rP,1,rP,rP,rP,1,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('h3:h4','c5:d5','i12:i11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,1,yP,1,yP,yP,3/14/bR,bP,4,yP,1,yP,3,gP,gR/1,bP,10,gP,gN/bB,bP,bN,9,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,2,bP,6,gP,2,gN/bR,bP,5,rP,4,gP,gR/5,rP,8/3,rP,rP,1,rP,1,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,0,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','f12:f11','')}-3,yR,yN,yB,yQ,yK,yB,1,yR,3/3,yP,yP,1,yP,yP,yP,yP,yP,3/10,yN,3/bR,bP,3,yP,6,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,8,gP,2,gB/bR,bP,9,gP,1,gN/1,bP,bN,9,gP,gR/5,rN,3,rP,4/3,rP,rP,rP,rP,rP,rP,1,rP,3/3,rR,1,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('g3:g4','c5:d5','g12:g11','')}-3,yR,yN,yB,yK,yQ,yB,1,yR,3/3,yP,yP,yP,1,yP,yP,yP,yP,3/8,yN,5/bR,2,bP,2,yP,5,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,bP,9,gN,gP,gB/bN,2,bP,8,gP,1/bR,bP,3,rP,rP,4,gP,1,gR/14/3,rP,rP,2,rP,rP,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','c5:d5','','l9:k9')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,2,yP,yP,yP,yP,yP,3/4,yP,9/bR,bP,3,yP,6,gP,gR/bN,bP,10,gP,gN/bB,bP,8,gP,2,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,2,bP,7,gP,1,gB/bN,2,bP,8,gP,gN/bR,bP,4,rP,5,gP,gR/6,rQ,7/3,rP,rP,rP,1,rP,rP,rP,rP,3/3,rR,rN,rB,1,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','','l7:k7')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,1,yP,yP,yP,yP,yP,4/10,yP,3/bR,1,bP,1,yP,7,gP,gR/bN,bP,9,gP,1,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gQ/bK,bP,8,gP,2,gK/bB,bP,bN,9,gP,gB/1,bP,10,gP,gN/bR,bP,10,gP,gR/7,rP,2,rP,3/3,rP,rP,rP,rP,1,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('j3:j4','','','')}-3,yR,yN,yB,yQ,yK,yB,1,yR,3/3,yP,yP,yP,yP,1,yP,yP,yP,3/7,yP,2,yN,3/bR,bP,10,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,9,gP,1,gQ/bB,1,bP,8,gN,gP,gB/bN,bP,10,gP,1/bR,2,bP,5,rP,2,gP,gR/8,rP,5/3,rP,rP,rP,rP,rP,2,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('h3:h4','','j12:j11','')}-3,yR,yN,yB,yK,yQ,yB,1,yR,3/3,yP,yP,yP,yP,yP,yP,1,yP,3/10,yN,3/bR,1,bP,6,yP,1,gN,gP,gR/bN,bP,10,gP,1/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,bP,10,gP,gB/1,bP,9,gP,1,gN/bR,bP,bN,4,rP,4,gP,gR/3,rP,10/4,rP,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('h3:h4','','','l11:k11')}-3,yR,yN,1,yK,yQ,yB,yN,yR,3/3,yP,1,yP,yP,yP,yP,yP,yP,3/3,yB,10/bR,1,bP,1,yP,5,gP,2,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,1,bP,9,gP,gQ/bQ,bP,10,gP,gK/bB,bP,10,gP,gB/bN,bP,9,gP,1,gN/bR,bP,5,rP,4,gP,gR/3,rP,10/4,rP,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,1,yP,yP,1,yP,yP,3/8,yP,5/bR,bP,3,yP,6,gP,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,10,gP,gQ/bB,bP,bN,9,gP,gB/1,bP,9,gP,2/bR,2,bP,7,gN,gP,gR/6,rP,rP,6/3,rP,rP,rP,2,rP,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('k3:k4','','','')}-3,yR,1,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,yP,1,yP,3/3,yN,5,yP,4/bR,bP,9,gN,gP,gR/bN,bP,10,gP,1/bB,bP,10,gP,gB/bQ,bP,9,gP,1,gK/bK,bP,10,gP,gQ/bB,2,bP,8,gP,gB/bN,1,bP,9,gP,gN/bR,bP,8,rP,1,gP,gR/5,rN,8/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,1,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,1,yB,yQ,yK,yB,yN,yR,3/3,yP,yP,yP,yP,yP,1,yP,yP,3/5,yN,2,yP,5/bR,bP,10,gP,gR/bN,bP,10,gP,gN/1,bP,9,gP,1,gB/bQ,2,bP,8,gP,gQ/bK,bP,bB,9,gP,gK/bB,bP,10,gP,gB/bN,bP,8,gP,2,gN/bR,bP,3,rP,6,gP,gR/6,rP,7/3,rP,rP,2,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('k3:k4','','e12:e11','')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/3,yP,1,yP,1,yP,yP,yP,yP,3/6,yP,7/bR,bP,2,yP,7,gP,gR/bN,bP,10,gP,1/bB,1,bP,8,gN,gP,gB/bQ,bP,10,gP,gK/bK,bP,9,gP,1,gQ/bB,bP,10,gP,gB/bN,2,bP,8,gP,gN/bR,bP,8,rP,1,gP,gR/6,rP,7/3,rP,rP,rP,1,rP,rP,rP,4/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yK,yQ,1,yN,yR,3/3,yP,yP,yP,yP,yB,yP,yP,yP,3/7,yP,6/bR,bP,8,gP,2,gR/bN,2,bP,8,gP,gN/bB,bP,10,gP,gB/bK,bP,10,gP,gK/bQ,bP,9,gP,1,gQ/bB,bP,10,gP,gB/bN,1,bP,9,gP,gN/bR,bP,10,gP,gR/14/3,rP,rP,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-2-3,yR,1,yB,yK,yQ,yB,1,yR,3/3,yP,yP,yP,yP,yP,yP,yP,yP,3/3,yN,4,yN,5/bR,bP,10,gP,gR/1,bP,10,gP,1/bB,bP,bN,9,gP,gB/bQ,bP,9,gP,gN,gK/bK,bP,10,gP,gQ/bB,1,bP,9,gP,gB/bN,bP,10,gP,gN/bR,bP,7,rP,2,gP,gR/3,rN,10/3,rP,rP,rP,rP,rP,rP,1,rP,3/3,rR,1,rB,rQ,rK,rB,rN,rR,3
by R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-3,yR,yN,yB,yQ,yK,yB,1,yR,3/3,yP,yP,yP,yP,yP,yP,1,yP,3/9,yP,yN,3/bR,bP,10,gP,gR/bN,2,bP,8,gP,1/bB,bP,9,gN,gP,gB/bQ,bP,10,gP,gQ/bK,bP,9,gP,1,gK/bB,bP,10,gP,gB/1,bP,10,gP,gN/bR,bP,bN,9,gP,gR/3,rP,4,rN,5/4,rP,rP,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,1,rR,3
byg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','d12:d11','l11:k11')}-3,yR,yN,yB,yQ,yK,yB,yN,yR,3/4,yP,1,yP,yP,yP,yP,yP,3/14/bR,1,bP,yP,1,yP,4,gP,2,gR/bN,bP,10,gP,gN/bB,bP,10,gP,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,2,bP,7,gP,1,gN/bR,bP,10,gP,gR/4,rP,2,rP,6/3,rP,1,rP,rP,1,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
rg R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('','','j12:j11','l10:k10')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,yP,yP,2,yP,3/8,yP,5/bR,bP,7,yP,2,gP,gR/bN,bP,8,gP,2,gN/bB,1,bP,9,gP,gB/bK,bP,10,gP,gK/bQ,bP,9,gP,1,gQ/bB,bP,10,gP,gB/bN,1,bP,9,gP,gN/bR,bP,10,gP,gR/7,rP,2,rP,3/3,rP,rP,rP,rP,1,rP,rP,4/3,rR,rN,rB,rK,rQ,rB,rN,rR,3
classic R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-1-{'enPassant':('','','g12:g11','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,yP,yP,1,yP,yP,yP,4/10,yP,3/bR,1,bP,3,yP,5,gP,gR/bN,2,bP,8,gP,1/bB,bP,9,gN,gP,gB/bK,bP,10,gP,gQ/bQ,bP,8,gP,2,gK/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,10,gP,gR/3,rN,6,rP,3/3,rP,rP,rP,rP,rP,rP,rP,4/3,rR,1,rB,rQ,rK,rB,rN,rR,3
modern R-0,0,0,0-1,1,1,1-1,1,1,1-0,0,0,0-0-{'enPassant':('f3:f4','','','')}-3,yR,yN,yB,yK,yQ,yB,yN,yR,3/3,yP,1,yP,1,yP,yP,yP,yP,3/4,yP,1,yP,7/bR,bP,10,gP,gR/1,bP,10,gP,gN/bB,1,bN,bP,6,gP,2,gB/bQ,bP,10,gP,gK/bK,bP,10,gP,gQ/bB,bP,10,gP,gB/bN,bP,10,gP,gN/bR,bP,3,rP,5,gP,1,gR/3,rP,10/4,rP,1,rP,rP,rP,rP,rP,3/3,rR,rN,rB,rQ,rK,rB,rN,rR,3
